Turn,Current_Player,Num_Turns,Resource_Bank,Dev_Card_Bank,Actions_Taken,RED_VP,RED_Settlements,RED_Cities,RED_Roads,RED_Dev_Cards,RED_Class,BLUE_VP,BLUE_Settlements,BLUE_Cities,BLUE_Roads,BLUE_Dev_Cards,BLUE_Class,WHITE_VP,WHITE_Settlements,WHITE_Cities,WHITE_Roads,WHITE_Dev_Cards,WHITE_Class,Num_Players,Winner,Game_ID
606,BLUE,212,"[18, 15, 18, 16, 17]",3,606,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
607,BLUE,212,"[18, 15, 18, 15, 17]",3,607,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
608,WHITE,213,"[18, 15, 18, 15, 17]",3,608,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
609,WHITE,213,"[18, 15, 17, 14, 17]",3,609,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
610,RED,214,"[18, 15, 17, 14, 17]",3,610,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
611,RED,214,"[18, 15, 17, 14, 17]",3,611,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
612,RED,214,"[18, 15, 17, 17, 16]",3,612,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
613,BLUE,215,"[18, 15, 17, 17, 16]",3,613,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
614,BLUE,215,"[18, 15, 17, 16, 16]",3,614,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
615,WHITE,216,"[18, 15, 17, 16, 16]",3,615,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
616,WHITE,216,"[18, 15, 16, 16, 16]",3,616,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
617,RED,217,"[18, 15, 16, 16, 16]",3,617,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
618,RED,217,"[18, 15, 16, 16, 16]",3,618,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
619,RED,217,"[18, 15, 16, 16, 16]",3,619,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
620,RED,217,"[18, 15, 17, 17, 17]",2,620,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
621,BLUE,218,"[18, 15, 17, 17, 17]",2,621,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
622,BLUE,218,"[18, 13, 17, 16, 17]",2,622,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
623,WHITE,219,"[18, 13, 17, 16, 17]",2,623,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
624,WHITE,219,"[18, 13, 17, 16, 15]",2,624,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
625,WHITE,219,"[18, 13, 18, 17, 16]",1,625,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
626,WHITE,219,"[17, 13, 18, 16, 16]",1,626,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,4,2,RandomPlayer,3,RED,2
627,WHITE,219,"[18, 14, 18, 16, 16]",1,627,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
628,RED,220,"[18, 14, 18, 16, 16]",1,628,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
629,RED,220,"[18, 14, 18, 16, 16]",1,629,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
630,RED,220,"[19, 16, 18, 16, 17]",1,630,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
631,RED,220,"[19, 16, 18, 16, 17]",1,631,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
632,BLUE,221,"[19, 16, 18, 16, 17]",1,632,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
633,BLUE,221,"[19, 16, 18, 16, 17]",1,633,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
634,WHITE,222,"[19, 16, 18, 16, 17]",1,634,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
635,WHITE,222,"[19, 16, 17, 15, 17]",1,635,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
636,RED,223,"[19, 16, 17, 15, 17]",1,636,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
637,RED,223,"[19, 16, 17, 15, 17]",1,637,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
638,RED,223,"[19, 16, 17, 15, 17]",1,638,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
639,RED,223,"[19, 16, 17, 15, 17]",1,639,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
640,RED,223,"[19, 16, 17, 15, 17]",1,640,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
641,RED,223,"[19, 16, 17, 18, 16]",1,641,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
642,BLUE,224,"[19, 16, 17, 18, 16]",1,642,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
643,BLUE,224,"[19, 16, 17, 18, 16]",1,643,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
644,BLUE,224,"[19, 16, 17, 18, 16]",1,644,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
645,WHITE,225,"[19, 16, 17, 18, 16]",1,645,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
646,WHITE,225,"[19, 16, 17, 18, 16]",1,646,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
647,RED,226,"[19, 16, 17, 18, 16]",1,647,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
648,RED,226,"[19, 14, 14, 18, 16]",1,648,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
649,RED,226,"[18, 17, 14, 18, 16]",1,649,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
650,BLUE,227,"[18, 17, 14, 18, 16]",1,650,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
651,BLUE,227,"[18, 15, 14, 17, 16]",1,651,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
652,WHITE,228,"[18, 15, 14, 17, 16]",1,652,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
653,WHITE,228,"[16, 15, 14, 17, 16]",1,653,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
654,WHITE,228,"[16, 15, 15, 18, 17]",0,654,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
655,WHITE,228,"[16, 15, 15, 18, 17]",0,655,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
656,WHITE,228,"[16, 15, 15, 18, 17]",0,656,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
657,RED,229,"[16, 15, 15, 18, 17]",0,657,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
658,RED,229,"[16, 15, 15, 18, 17]",0,658,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
659,RED,229,"[19, 15, 15, 17, 17]",0,659,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
660,BLUE,230,"[19, 15, 15, 17, 17]",0,660,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
661,BLUE,230,"[19, 13, 12, 17, 17]",0,661,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
662,WHITE,231,"[19, 13, 12, 17, 17]",0,662,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
663,WHITE,231,"[19, 13, 12, 17, 17]",0,663,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
664,RED,232,"[19, 13, 12, 17, 17]",0,664,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
665,RED,232,"[19, 11, 9, 17, 17]",0,665,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
666,BLUE,233,"[19, 11, 9, 17, 17]",0,666,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
667,BLUE,233,"[19, 11, 9, 16, 17]",0,667,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
668,BLUE,233,"[19, 11, 12, 15, 17]",0,668,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
669,WHITE,234,"[19, 11, 12, 15, 17]",0,669,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
670,WHITE,234,"[19, 11, 11, 14, 17]",0,670,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
671,WHITE,234,"[19, 11, 14, 13, 17]",0,671,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
672,RED,235,"[19, 11, 14, 13, 17]",0,672,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
673,RED,235,"[19, 11, 13, 12, 17]",0,673,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
674,RED,235,"[18, 11, 13, 15, 17]",0,674,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
675,RED,235,"[17, 11, 16, 15, 17]",0,675,8,3,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
676,RED,235,"[18, 12, 17, 16, 17]",0,676,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
677,RED,235,"[17, 15, 17, 16, 17]",0,677,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
678,BLUE,236,"[17, 15, 17, 16, 17]",0,678,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
679,BLUE,236,"[17, 15, 17, 16, 17]",0,679,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
680,WHITE,237,"[17, 15, 17, 16, 17]",0,680,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
681,WHITE,237,"[17, 15, 17, 16, 17]",0,681,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
682,WHITE,237,"[17, 15, 17, 16, 17]",0,682,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
683,RED,238,"[17, 15, 17, 16, 17]",0,683,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
684,RED,238,"[17, 15, 17, 15, 17]",0,684,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
685,BLUE,239,"[17, 15, 17, 15, 17]",0,685,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
686,BLUE,239,"[17, 13, 17, 14, 17]",0,686,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
687,WHITE,240,"[17, 13, 17, 14, 17]",0,687,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
688,RED,240,"[17, 13, 17, 14, 17]",0,688,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
689,WHITE,240,"[18, 15, 17, 15, 17]",0,689,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
690,WHITE,240,"[18, 15, 17, 15, 17]",0,690,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
691,RED,241,"[18, 15, 17, 15, 17]",0,691,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
692,RED,241,"[18, 15, 17, 15, 17]",0,692,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
693,RED,241,"[18, 15, 17, 15, 17]",0,693,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
694,BLUE,242,"[18, 15, 17, 15, 17]",0,694,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
695,BLUE,242,"[18, 15, 17, 14, 17]",0,695,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
696,WHITE,243,"[18, 15, 17, 14, 17]",0,696,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
697,WHITE,243,"[18, 15, 17, 13, 17]",0,697,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
698,RED,244,"[18, 15, 17, 13, 17]",0,698,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
699,RED,244,"[18, 15, 17, 13, 17]",0,699,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
700,BLUE,245,"[18, 15, 17, 13, 17]",0,700,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
701,BLUE,245,"[18, 15, 17, 13, 17]",0,701,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
702,BLUE,245,"[18, 15, 17, 13, 17]",0,702,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
703,BLUE,245,"[18, 15, 16, 16, 17]",0,703,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
704,WHITE,246,"[18, 15, 16, 16, 17]",0,704,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
705,WHITE,246,"[18, 13, 16, 16, 17]",0,705,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
706,RED,247,"[18, 13, 16, 16, 17]",0,706,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
707,RED,247,"[18, 11, 16, 16, 17]",0,707,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
708,RED,247,"[18, 14, 16, 16, 16]",0,708,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
709,BLUE,248,"[18, 14, 16, 16, 16]",0,709,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
710,BLUE,248,"[18, 14, 16, 16, 16]",0,710,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
711,WHITE,249,"[18, 14, 16, 16, 16]",0,711,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
712,WHITE,249,"[18, 14, 16, 16, 14]",0,712,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
713,RED,250,"[18, 14, 16, 16, 14]",0,713,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
714,RED,250,"[18, 14, 16, 16, 12]",0,714,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
715,RED,250,"[18, 13, 16, 16, 15]",0,715,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
716,RED,250,"[18, 16, 16, 15, 15]",0,716,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
717,BLUE,251,"[18, 16, 16, 15, 15]",0,717,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
718,BLUE,251,"[18, 16, 16, 13, 14]",0,718,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
719,WHITE,252,"[18, 16, 16, 13, 14]",0,719,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
720,WHITE,252,"[18, 16, 16, 13, 12]",0,720,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
721,RED,253,"[18, 16, 16, 13, 12]",0,721,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
722,RED,253,"[18, 16, 16, 13, 12]",0,722,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
723,RED,253,"[18, 16, 16, 16, 13]",0,723,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
724,RED,253,"[18, 16, 16, 16, 13]",0,724,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
725,BLUE,254,"[18, 16, 16, 16, 13]",0,725,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
726,BLUE,254,"[18, 14, 16, 15, 13]",0,726,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
727,WHITE,255,"[18, 14, 16, 15, 13]",0,727,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
728,WHITE,255,"[18, 12, 16, 14, 13]",0,728,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
729,WHITE,255,"[18, 12, 16, 13, 16]",0,729,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
730,RED,256,"[18, 12, 16, 13, 16]",0,730,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
731,RED,256,"[18, 12, 16, 13, 14]",0,731,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
732,RED,256,"[18, 15, 16, 13, 13]",0,732,9,4,1,15,1,RandomPlayer,6,2,0,9,2,RandomPlayer,4,2,0,5,2,RandomPlayer,3,RED,2
