Turn,Current_Player,Num_Turns,Resource_Bank,Dev_Card_Bank,Actions_Taken,RED_VP,RED_Settlements,RED_Cities,RED_Roads,RED_Dev_Cards,RED_Class,BLUE_VP,BLUE_Settlements,BLUE_Cities,BLUE_Roads,BLUE_Dev_Cards,BLUE_Class,WHITE_VP,WHITE_Settlements,WHITE_Cities,WHITE_Roads,WHITE_Dev_Cards,WHITE_Class,Num_Players,Winner,Game_ID
0,RED,0,"[18, 18, 18, 18, 18]",25,0,0,0,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,3,RED,2
1,RED,0,"[18, 18, 18, 18, 18]",25,1,1,1,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,3,RED,2
2,BLUE,1,"[18, 18, 18, 18, 18]",25,2,1,1,0,1,0,RandomPlayer,0,0,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,3,RED,2
3,BLUE,1,"[18, 18, 18, 18, 18]",25,3,1,1,0,1,0,RandomPlayer,1,1,0,0,0,RandomPlayer,0,0,0,0,0,RandomPlayer,3,RED,2
4,WHITE,2,"[18, 18, 18, 18, 18]",25,4,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,0,0,0,0,0,RandomPlayer,3,RED,2
5,WHITE,2,"[18, 18, 18, 18, 18]",25,5,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,1,1,0,0,0,RandomPlayer,3,RED,2
6,WHITE,2,"[18, 18, 18, 18, 18]",25,6,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,3,RED,2
7,WHITE,2,"[18, 18, 18, 18, 18]",25,7,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,2,2,0,1,0,RandomPlayer,3,RED,2
8,BLUE,3,"[18, 18, 18, 18, 18]",25,8,1,1,0,1,0,RandomPlayer,1,1,0,1,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
9,BLUE,3,"[18, 18, 18, 18, 18]",25,9,1,1,0,1,0,RandomPlayer,2,2,0,1,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
10,RED,4,"[18, 18, 18, 18, 18]",25,10,1,1,0,1,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
11,RED,4,"[18, 18, 18, 18, 18]",25,11,2,2,0,1,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
12,RED,4,"[18, 18, 18, 18, 18]",25,12,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
13,RED,4,"[18, 18, 17, 17, 18]",25,13,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
14,RED,4,"[19, 19, 17, 17, 18]",25,14,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
15,BLUE,5,"[19, 19, 17, 17, 18]",25,15,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
16,BLUE,5,"[19, 19, 17, 16, 17]",25,16,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
17,BLUE,5,"[19, 18, 17, 16, 19]",25,17,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
18,WHITE,6,"[19, 18, 17, 16, 19]",25,18,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
19,WHITE,6,"[19, 17, 15, 16, 19]",25,19,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
20,WHITE,6,"[19, 16, 18, 16, 19]",25,20,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
21,RED,7,"[19, 16, 18, 16, 19]",25,21,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
22,RED,7,"[19, 15, 16, 16, 19]",25,22,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
23,BLUE,8,"[19, 15, 16, 16, 19]",25,23,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
24,BLUE,8,"[19, 15, 16, 15, 18]",25,24,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
25,WHITE,9,"[19, 15, 16, 15, 18]",25,25,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
26,WHITE,9,"[19, 15, 16, 14, 17]",25,26,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
27,RED,10,"[19, 15, 16, 14, 17]",25,27,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
28,RED,10,"[19, 15, 16, 14, 17]",25,28,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
29,RED,10,"[19, 15, 16, 14, 17]",25,29,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
30,BLUE,11,"[19, 15, 16, 14, 17]",25,30,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
31,BLUE,11,"[19, 15, 16, 14, 17]",25,31,2,2,0,3,0,RandomPlayer,2,2,0,2,0,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
32,BLUE,11,"[19, 15, 17, 15, 18]",24,32,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
33,WHITE,12,"[19, 15, 17, 15, 18]",24,33,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
34,WHITE,12,"[19, 15, 17, 15, 18]",24,34,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
35,RED,13,"[19, 15, 17, 15, 18]",24,35,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
36,RED,13,"[19, 15, 16, 14, 18]",24,36,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
37,RED,13,"[19, 15, 16, 17, 17]",24,37,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
38,RED,13,"[19, 15, 17, 18, 18]",23,38,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
39,BLUE,14,"[19, 15, 17, 18, 18]",23,39,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
40,BLUE,14,"[19, 15, 17, 18, 18]",23,40,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
41,WHITE,15,"[19, 15, 17, 18, 18]",23,41,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
42,WHITE,15,"[19, 15, 16, 17, 18]",23,42,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
43,RED,16,"[19, 15, 16, 17, 18]",23,43,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
44,RED,16,"[19, 15, 16, 17, 18]",23,44,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
45,RED,16,"[19, 15, 16, 17, 18]",23,45,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
46,RED,16,"[19, 15, 16, 17, 17]",23,46,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
47,BLUE,17,"[19, 15, 16, 17, 17]",23,47,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
48,BLUE,17,"[19, 15, 15, 16, 17]",23,48,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
49,WHITE,18,"[19, 15, 15, 16, 17]",23,49,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
50,WHITE,18,"[19, 14, 15, 15, 17]",23,50,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
51,WHITE,18,"[19, 14, 18, 15, 16]",23,51,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
52,RED,19,"[19, 14, 18, 15, 16]",23,52,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
53,RED,19,"[19, 14, 18, 15, 16]",23,53,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
54,RED,19,"[19, 13, 18, 18, 16]",23,54,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
55,RED,19,"[19, 16, 18, 18, 15]",23,55,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
56,BLUE,20,"[19, 16, 18, 18, 15]",23,56,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
57,BLUE,20,"[19, 16, 18, 17, 14]",23,57,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
58,BLUE,20,"[19, 15, 18, 17, 16]",23,58,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
59,WHITE,21,"[19, 15, 18, 17, 16]",23,59,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
60,WHITE,21,"[19, 15, 17, 16, 16]",23,60,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
61,RED,22,"[19, 15, 17, 16, 16]",23,61,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
62,RED,22,"[19, 15, 17, 15, 15]",23,62,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
63,RED,22,"[19, 14, 17, 18, 15]",23,63,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
64,BLUE,23,"[19, 14, 17, 18, 15]",23,64,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
65,BLUE,23,"[19, 14, 17, 17, 14]",23,65,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
66,BLUE,23,"[18, 14, 17, 17, 16]",23,66,2,2,0,3,0,RandomPlayer,3,2,0,2,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
67,BLUE,23,"[19, 15, 17, 17, 16]",23,67,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
68,WHITE,24,"[19, 15, 17, 17, 16]",23,68,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
69,WHITE,24,"[19, 14, 15, 17, 16]",23,69,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
70,RED,25,"[19, 14, 15, 17, 16]",23,70,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
71,RED,25,"[19, 13, 15, 16, 16]",23,71,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
72,BLUE,26,"[19, 13, 15, 16, 16]",23,72,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
73,BLUE,26,"[19, 12, 13, 16, 16]",23,73,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
74,WHITE,27,"[19, 12, 13, 16, 16]",23,74,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
75,WHITE,27,"[19, 11, 13, 15, 16]",23,75,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
76,WHITE,27,"[19, 11, 16, 14, 16]",23,76,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
77,RED,28,"[19, 11, 16, 14, 16]",23,77,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
78,RED,28,"[19, 10, 16, 13, 16]",23,78,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
79,RED,28,"[19, 13, 16, 13, 15]",23,79,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
80,BLUE,29,"[19, 13, 16, 13, 15]",23,80,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
81,BLUE,29,"[19, 13, 16, 13, 15]",23,81,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
82,BLUE,29,"[19, 13, 15, 16, 15]",23,82,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
83,BLUE,29,"[19, 13, 18, 16, 14]",23,83,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
84,WHITE,30,"[19, 13, 18, 16, 14]",23,84,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
85,WHITE,30,"[19, 12, 16, 16, 14]",23,85,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
86,RED,31,"[19, 12, 16, 16, 14]",23,86,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
87,RED,31,"[19, 12, 16, 16, 14]",23,87,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
88,RED,31,"[19, 15, 16, 15, 14]",23,88,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
89,BLUE,32,"[19, 15, 16, 15, 14]",23,89,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
90,BLUE,32,"[19, 15, 16, 15, 14]",23,90,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
91,BLUE,32,"[19, 15, 17, 16, 15]",22,91,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
92,BLUE,32,"[19, 15, 17, 16, 15]",22,92,2,2,0,3,0,RandomPlayer,3,2,0,3,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
93,BLUE,32,"[19, 15, 17, 16, 15]",22,93,2,2,0,3,0,RandomPlayer,3,2,0,4,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
94,BLUE,32,"[19, 15, 17, 16, 15]",22,94,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
95,WHITE,33,"[19, 15, 17, 16, 15]",22,95,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
96,WHITE,33,"[19, 15, 17, 15, 14]",22,96,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
97,RED,34,"[19, 15, 17, 15, 14]",22,97,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
98,RED,34,"[19, 15, 17, 15, 14]",22,98,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
99,RED,34,"[19, 15, 17, 18, 13]",22,99,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
100,BLUE,35,"[19, 15, 17, 18, 13]",22,100,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
101,BLUE,35,"[19, 14, 15, 18, 13]",22,101,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
102,WHITE,36,"[19, 14, 15, 18, 13]",22,102,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
103,WHITE,36,"[19, 14, 15, 18, 13]",22,103,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
104,WHITE,36,"[19, 14, 16, 19, 14]",21,104,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
105,WHITE,36,"[19, 14, 16, 19, 14]",21,105,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
106,WHITE,36,"[19, 14, 16, 19, 14]",21,106,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
107,RED,37,"[19, 14, 16, 19, 14]",21,107,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
108,RED,37,"[19, 14, 16, 18, 13]",21,108,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
109,BLUE,38,"[19, 14, 16, 18, 13]",21,109,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
110,BLUE,38,"[19, 14, 16, 18, 12]",21,110,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
111,BLUE,38,"[18, 14, 16, 18, 14]",21,111,2,2,0,3,0,RandomPlayer,3,2,0,5,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
112,BLUE,38,"[19, 15, 16, 18, 14]",21,112,2,2,0,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
113,WHITE,39,"[19, 15, 16, 18, 14]",21,113,2,2,0,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
114,WHITE,39,"[19, 14, 16, 17, 14]",21,114,2,2,0,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
115,RED,40,"[19, 14, 16, 17, 14]",21,115,2,2,0,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
116,RED,40,"[19, 14, 16, 16, 13]",21,116,2,2,0,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
117,RED,40,"[19, 14, 16, 18, 16]",21,117,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
118,BLUE,41,"[19, 14, 16, 18, 16]",21,118,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
119,BLUE,41,"[19, 14, 16, 18, 16]",21,119,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
120,WHITE,42,"[19, 14, 16, 18, 16]",21,120,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
121,WHITE,42,"[19, 14, 16, 18, 16]",21,121,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
122,RED,43,"[19, 14, 16, 18, 16]",21,122,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
123,RED,43,"[19, 14, 16, 18, 15]",21,123,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
124,RED,43,"[18, 17, 16, 18, 15]",21,124,3,1,1,3,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
125,RED,43,"[19, 18, 16, 18, 15]",21,125,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
126,BLUE,44,"[19, 18, 16, 18, 15]",21,126,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
127,BLUE,44,"[19, 18, 16, 18, 15]",21,127,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
128,BLUE,44,"[19, 18, 17, 19, 16]",20,128,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
129,BLUE,44,"[19, 18, 17, 19, 16]",20,129,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
130,BLUE,44,"[19, 18, 17, 18, 18]",20,130,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
131,WHITE,45,"[19, 18, 17, 18, 18]",20,131,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
132,WHITE,45,"[19, 18, 17, 18, 18]",20,132,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
133,RED,46,"[19, 18, 17, 18, 18]",20,133,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
134,RED,46,"[19, 18, 17, 17, 17]",20,134,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
135,BLUE,47,"[19, 18, 17, 17, 17]",20,135,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
136,BLUE,47,"[19, 18, 17, 17, 17]",20,136,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
137,BLUE,47,"[19, 18, 17, 17, 17]",20,137,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
138,BLUE,47,"[18, 18, 17, 17, 19]",20,138,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
139,WHITE,48,"[18, 18, 17, 17, 19]",20,139,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
140,WHITE,48,"[18, 18, 17, 17, 18]",20,140,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
141,RED,49,"[18, 18, 17, 17, 18]",20,141,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
142,RED,49,"[18, 18, 17, 17, 18]",20,142,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
143,BLUE,50,"[18, 18, 17, 17, 18]",20,143,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
144,BLUE,50,"[18, 18, 17, 17, 18]",20,144,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
145,BLUE,50,"[18, 18, 17, 17, 18]",20,145,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
146,WHITE,51,"[18, 18, 17, 17, 18]",20,146,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
147,WHITE,51,"[18, 18, 16, 16, 18]",20,147,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
148,WHITE,51,"[18, 18, 19, 16, 17]",20,148,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
149,RED,52,"[18, 18, 19, 16, 17]",20,149,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
150,RED,52,"[16, 18, 19, 16, 17]",20,150,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
151,BLUE,53,"[16, 18, 19, 16, 17]",20,151,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
